PANID,Combined_Pre_Tax_Income_of_HH,Family_Size,HH_RACE,Type_of_Residential_Possession,HH_AGE,HH_EDU,HH_OCC,Age_Group_Applied_to_Male_HH,Education_Level_Reached_by_Male_,Occupation_Code_of_Male_HH,Male_Working_Hour_Code,MALE_SMOKE,Age_Group_Applied_to_Female_HH,Education_Level_Reached_by_Femal,Occupation_Code_of_Female_HH,Female_Working_Hour_Code,FEM_SMOKE,Number_of_Dogs,Number_of_Cats,Children_Group_Code,Marital_Status,Number_of_TVs_Used_by_HH,Number_of_TVs_Hooked_to_Cable,HH_Head_Race__RACE2_,HH_Head_Race__RACE3_,Microwave_Owned_by_HH
3135624,1,1,1,1,6,8,10,7,9,11,7,.,6,8,10,4,1,0,0,8,4,2,2,1,1,1
3135632,8,2,1,2,5,5,10,5,5,10,4,0,5,5,10,4,0,0,0,8,2,5,5,1,1,1
3135657,11,4,1,2,4,7,13,6,7,2,3,0,4,7,13,5,0,1,1,3,2,2,2,1,1,1
3135673,10,2,1,2,6,4,13,7,9,11,7,.,6,4,13,1,.,1,0,8,4,2,1,1,1,1
3135731,10,2,1,2,3,7,1,3,4,2,3,1,3,7,1,3,1,1,1,8,2,3,3,1,1,1
3135756,10,2,1,2,5,8,10,6,8,10,4,0,5,8,10,4,0,2,0,8,2,2,2,1,1,1
3135913,6,1,1,2,6,4,10,6,4,10,4,0,7,9,11,7,.,0,0,8,4,2,2,1,1,1
3135921,6,1,1,2,6,7,10,7,9,11,7,.,6,7,10,4,0,0,0,8,4,2,2,1,1,1
3135954,11,5,1,2,3,7,1,3,7,2,3,0,3,7,1,2,0,0,0,4,2,3,3,1,1,1
3135996,12,4,1,2,3,7,1,3,7,1,3,0,3,7,1,2,0,1,1,2,2,2,2,1,1,1
3136010,8,4,1,2,3,5,7,3,5,7,3,0,3,5,7,3,0,0,0,3,2,3,2,1,1,1
3136028,1,3,1,2,3,5,7,3,5,7,3,0,7,9,11,7,.,1,0,1,2,6,6,1,1,1
3136036,10,4,1,2,3,6,4,4,7,1,3,0,3,6,4,2,0,0,0,3,2,5,5,1,1,1
3136069,6,1,1,2,6,3,10,7,9,11,7,.,6,3,10,4,0,0,0,8,4,1,1,1,1,1
3136077,10,4,1,2,3,7,1,3,7,1,3,0,3,7,1,3,0,0,0,3,2,5,5,1,1,1
3136085,5,2,1,2,4,4,13,4,5,13,6,0,4,4,13,1,0,1,0,8,2,4,4,1,1,1
3136093,3,1,1,1,5,6,13,7,9,11,7,.,5,6,13,1,0,0,0,8,3,2,2,1,1,1
3136135,5,1,1,1,6,8,10,7,9,11,7,.,6,8,10,4,0,0,0,8,4,1,1,1,1,1
3136143,8,4,1,2,3,7,13,3,7,13,1,0,3,7,13,1,0,1,2,3,2,2,4,1,1,1
3136176,5,1,1,1,5,4,6,7,9,11,7,.,5,4,6,3,0,0,2,8,3,1,1,1,1,1
3136184,6,1,1,2,6,5,1,7,9,11,7,.,6,5,1,3,0,0,0,8,3,3,3,1,1,1
3136259,10,3,1,2,3,6,3,2,6,3,3,.,3,6,3,3,1,2,1,1,2,3,3,1,1,1
3136291,11,4,1,1,4,5,13,4,7,1,3,0,4,5,13,1,0,1,1,8,2,4,4,1,1,1
3136382,7,2,3,2,5,7,1,5,6,6,2,0,5,7,1,2,0,1,1,8,2,4,4,97,1,1
3136408,9,6,1,2,4,4,13,4,7,1,3,0,4,4,13,1,0,0,0,6,2,1,1,1,1,1
3136481,10,4,1,2,3,5,1,3,8,1,3,0,3,5,1,3,0,2,0,6,2,3,3,1,1,1
3136606,7,1,1,2,5,4,8,7,9,11,7,.,5,4,8,2,1,0,0,8,4,3,4,1,1,1
3136614,8,2,1,2,6,6,10,6,8,10,4,0,6,6,10,4,.,0,0,8,2,3,3,1,1,1
3136622,7,5,1,2,3,5,1,3,5,8,2,0,3,5,1,3,0,0,0,6,2,2,1,1,1,1
3136630,1,1,1,1,3,4,8,7,9,11,7,.,3,4,8,2,0,0,0,8,1,1,1,1,1,1
3136655,5,1,1,1,6,2,10,7,9,11,7,.,6,2,10,4,0,0,0,8,4,2,2,1,1,1
3136762,7,2,1,2,5,7,10,5,7,10,4,0,5,7,10,4,0,0,0,8,2,1,1,1,1,1
3136770,9,2,1,2,5,5,1,6,7,10,4,0,5,5,1,2,0,0,0,8,2,2,2,97,1,1
3136788,7,3,1,2,4,4,4,4,4,4,3,0,4,4,4,3,1,0,0,8,2,5,5,1,1,1
3136804,7,1,1,2,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,2,1,1,1,1
3136838,6,1,1,2,6,6,10,7,9,11,7,.,6,6,10,4,0,0,0,8,4,2,1,1,1,1
3136846,12,2,1,2,6,8,10,5,8,10,4,0,6,8,10,4,0,0,0,8,2,2,9,1,1,1
3136853,1,1,1,1,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,1,1,1,1,1,1
3136937,10,4,1,2,4,5,13,4,4,13,1,0,4,5,13,1,0,1,0,2,2,5,4,1,1,1
3136978,11,5,1,2,3,4,1,3,4,3,3,0,3,4,1,3,0,2,0,5,2,4,4,1,1,1
3137083,7,2,1,2,6,4,10,6,4,10,4,0,6,4,10,4,0,0,0,8,2,1,1,1,1,1
3137166,8,4,1,2,2,5,7,2,6,4,2,1,2,5,7,3,0,0,0,4,2,2,2,1,1,1
3137216,4,3,1,1,3,4,13,7,9,11,7,.,3,4,13,1,1,2,2,8,1,4,4,1,1,1
3137257,4,2,1,1,4,6,1,7,9,11,7,.,4,6,1,3,0,0,1,8,1,2,1,1,1,1
3137331,8,2,1,2,6,4,4,6,8,1,2,0,6,4,4,2,0,0,0,8,2,3,2,1,1,1
3137349,5,1,1,1,6,4,13,7,9,11,7,.,6,4,13,5,0,0,2,8,4,2,2,1,1,1
3137455,3,1,1,1,0,0,0,7,9,11,7,.,7,9,11,7,.,1,0,8,3,2,2,1,1,1
3137463,7,1,1,1,6,8,10,7,9,11,7,.,6,8,10,4,0,0,0,8,4,1,1,1,1,1
3137547,8,4,1,1,3,4,3,3,4,7,3,1,3,4,3,3,.,0,1,3,2,4,4,1,1,1
3137596,2,2,1,1,5,4,10,7,9,11,7,.,5,4,10,4,0,0,0,8,1,2,2,1,1,1
3137638,4,1,1,2,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,1,1,1,1,1
3137745,4,4,1,1,5,4,7,5,4,7,2,0,7,9,11,7,.,0,1,8,2,4,4,1,1,.
3137802,8,2,1,2,6,6,10,6,7,10,4,0,6,6,10,4,0,0,0,8,2,2,1,1,1,1
3137810,5,1,1,1,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,1,1,1,1,1
3137877,9,2,1,2,3,4,4,4,4,5,3,1,3,4,4,2,0,1,0,8,2,3,3,1,1,1
3137885,4,2,1,2,6,3,10,6,3,13,1,0,6,3,10,4,0,0,0,8,2,2,2,1,1,1
3137893,1,1,1,1,6,6,13,7,9,11,7,.,6,6,13,5,0,0,0,8,3,1,1,1,1,1
3137901,6,2,1,2,6,4,10,6,6,9,2,0,6,4,10,4,0,0,0,8,2,3,2,1,1,1
3137935,5,2,1,2,6,3,10,5,3,10,4,0,6,3,10,4,0,1,0,8,2,3,2,1,1,1
3137943,7,2,1,2,6,5,4,6,5,10,4,0,6,5,4,3,0,1,0,8,2,3,2,1,1,1
3137968,7,2,1,2,6,6,10,7,9,11,7,.,6,6,10,4,0,0,0,8,4,3,2,1,1,1
3137976,8,2,1,2,5,7,4,5,7,7,3,0,5,7,4,2,0,3,0,8,2,4,4,1,1,1
3138040,9,4,1,2,3,6,1,3,7,1,3,0,3,6,1,2,0,0,1,6,2,2,1,1,1,1
3138115,11,2,1,1,4,5,2,5,6,2,3,0,4,5,2,3,0,0,0,8,2,3,3,1,1,1
3138180,11,3,1,2,6,5,10,6,8,1,2,0,6,5,10,4,0,0,3,8,2,4,4,1,1,1
3138248,12,3,1,2,4,7,1,4,7,1,3,0,4,7,1,3,0,0,1,8,2,3,1,1,1,1
3138289,11,4,1,2,4,8,1,5,8,4,3,0,4,8,1,3,0,0,0,3,2,3,3,1,1,1
3138313,3,1,1,2,6,4,8,7,9,11,7,.,6,4,8,2,1,0,0,8,4,5,1,1,1,1
3138420,9,4,1,2,3,5,1,3,5,1,3,0,3,5,1,3,0,1,0,6,2,4,4,1,1,1
3138461,5,1,1,2,6,4,13,7,9,11,7,.,6,4,13,1,0,0,0,8,4,2,2,1,1,1
3138511,2,3,1,1,3,4,3,7,9,11,7,.,3,4,3,3,1,0,1,2,5,3,2,1,1,1
3138545,11,4,1,2,3,7,8,3,6,3,3,0,3,7,8,2,0,0,0,2,2,2,1,1,1,1
3138701,9,4,1,2,3,7,1,3,4,5,3,0,3,7,1,3,0,1,1,6,2,4,3,1,1,1
3138719,7,6,1,2,2,5,4,3,5,4,2,0,2,5,4,2,0,0,0,4,2,4,4,1,1,1
3138727,8,4,1,2,3,5,2,4,5,1,3,0,3,5,2,2,0,0,2,6,2,7,1,1,1,1
3138735,8,2,1,1,2,6,6,3,7,2,3,0,2,6,6,3,.,0,2,8,1,3,2,1,1,1
3138784,5,2,1,2,5,4,13,4,4,7,3,0,5,4,13,5,1,1,1,8,2,3,2,1,1,1
3138792,7,1,1,2,4,7,2,7,9,11,7,.,4,7,2,3,1,1,0,8,1,4,4,1,1,1
3138875,9,2,1,2,5,4,3,5,7,3,3,0,5,4,3,3,1,0,1,8,2,2,2,1,1,1
3138891,11,5,1,2,3,7,2,3,5,3,3,.,3,7,2,2,0,0,0,2,2,3,2,1,1,1
3138966,3,1,1,1,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,2,2,1,1,1
3138982,12,3,1,2,4,7,1,5,7,1,3,0,4,7,1,2,0,1,0,3,2,1,1,1,1,1
3138990,10,4,1,2,3,7,13,3,7,1,3,0,3,7,13,5,0,0,2,6,2,4,3,1,1,1
3139006,10,3,1,2,3,6,1,4,6,7,3,0,3,6,1,2,0,1,0,8,2,2,2,1,1,1
3139022,4,3,1,1,5,4,13,6,3,10,4,0,5,4,13,1,0,1,2,8,2,4,4,1,1,1
3139097,9,1,1,2,2,7,1,7,9,11,7,.,2,7,1,3,0,0,0,8,1,2,2,1,1,1
3139105,6,2,1,1,6,5,10,6,4,10,4,0,6,5,10,4,0,0,0,8,2,2,2,1,1,1
3139121,8,2,1,2,4,4,13,4,4,7,3,1,4,4,13,1,1,0,0,8,2,2,2,1,1,1
3139147,11,5,1,2,3,7,1,3,5,2,2,0,3,7,1,3,0,1,1,6,2,3,3,1,1,1
3139170,5,2,1,2,6,4,10,6,4,13,1,0,6,4,10,4,0,0,0,8,2,3,3,1,1,1
3139188,9,2,1,2,6,7,10,6,6,10,4,0,6,7,10,4,0,0,0,8,2,5,5,1,1,1
3139196,7,3,1,2,2,4,13,2,6,5,3,0,2,4,13,1,0,1,0,2,2,2,2,1,1,1
3139212,1,1,1,2,4,4,8,4,4,8,2,0,7,9,11,7,.,0,1,8,1,3,3,1,1,1
3139253,12,4,1,2,4,7,1,4,7,1,3,0,4,7,1,2,0,1,0,2,2,7,6,1,1,1
3139337,11,4,1,2,3,7,4,4,4,3,3,1,3,7,4,3,0,1,1,3,2,4,4,1,1,1
3139428,8,4,1,2,3,6,7,4,6,7,2,0,3,6,7,3,0,2,2,3,2,1,1,1,1,1
3139485,7,5,1,2,5,5,1,6,5,13,1,1,5,5,1,2,1,2,1,5,2,5,3,1,1,1
3139600,11,4,1,2,3,7,13,3,7,1,3,0,3,7,13,5,0,0,0,2,2,2,2,1,1,1
3139725,7,3,1,1,3,3,9,4,4,6,3,1,3,3,9,2,1,0,0,8,2,2,2,1,1,1
3139766,9,1,.,2,0,0,0,7,9,11,7,.,7,9,11,7,.,0,0,8,2,.,.,.,0,.
3139782,6,1,1,1,5,7,1,7,9,11,7,.,5,7,1,3,0,0,2,8,3,1,1,1,1,1
3139790,11,4,1,2,3,7,1,4,5,1,3,0,3,7,1,2,0,1,0,6,2,4,4,1,1,1
3139824,12,4,1,2,4,5,13,3,5,13,1,0,4,5,13,1,0,0,2,6,2,6,6,1,1,1
3139899,8,6,1,2,4,7,13,4,5,1,3,0,4,7,13,1,0,0,1,3,2,2,1,1,1,1
3139964,9,4,1,2,3,7,1,3,7,1,3,0,3,7,1,3,0,1,0,2,2,2,1,1,1,1
3139980,11,3,1,2,5,8,2,5,5,7,3,0,5,8,2,3,0,0,0,8,2,4,4,1,1,1
3140137,3,1,1,1,6,4,10,6,4,10,4,0,7,9,11,7,.,0,0,8,1,1,1,1,1,1
3140145,11,2,1,2,5,4,7,5,7,3,3,0,5,4,7,3,0,0,0,8,2,4,3,1,1,1
3140152,6,3,1,2,4,7,13,4,7,1,3,0,4,7,13,5,0,0,1,3,2,2,1,1,1,1
3140400,4,1,1,1,4,4,8,7,9,11,7,.,4,4,8,3,0,0,0,8,1,3,2,1,1,1
3140418,9,2,1,2,4,5,3,4,6,6,3,1,4,5,3,3,1,0,0,8,2,5,5,1,1,1
3140442,6,1,1,2,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,3,3,3,1,1,1
3140566,1,1,1,2,6,6,10,7,9,11,7,.,6,6,10,4,0,0,0,8,4,2,2,1,1,1
3140582,8,4,1,2,3,8,1,7,9,11,7,.,3,8,1,3,0,0,1,6,5,2,2,1,1,1
3140590,2,1,3,1,6,2,0,7,9,11,7,.,6,2,1,3,0,0,0,8,4,2,2,97,1,1
3140608,4,1,1,1,6,3,10,7,9,11,7,.,6,3,10,4,0,0,0,8,4,2,2,1,1,1
3140616,10,3,1,2,4,7,13,4,7,1,3,0,4,7,13,1,0,1,0,8,2,3,3,1,1,1
3140723,11,4,1,2,3,7,1,3,7,3,3,1,3,7,1,2,0,1,0,3,2,5,5,1,1,1
3140731,8,3,1,2,3,7,1,7,9,11,7,.,3,7,1,3,0,0,0,3,5,3,3,1,1,1
3140780,10,3,1,2,2,7,1,2,5,1,3,0,2,7,1,3,0,0,0,1,2,3,3,1,1,1
3140798,4,5,1,2,3,5,8,2,4,1,3,.,3,5,8,2,0,0,0,2,2,3,3,1,1,1
3140814,12,1,1,2,4,7,1,7,9,11,7,.,4,7,1,3,0,0,5,8,1,2,1,1,1,1
3140822,5,1,1,2,6,5,10,7,9,11,7,.,6,5,10,4,0,0,0,8,1,2,2,1,1,1
3140830,10,2,1,2,6,4,10,6,5,10,4,0,6,4,10,4,0,0,0,8,2,3,3,1,1,1
3140848,10,1,1,2,6,7,10,6,7,10,4,0,7,9,11,7,.,0,0,8,4,2,2,1,1,1
3140855,5,3,1,1,5,6,4,7,9,11,7,.,5,6,4,3,0,2,2,3,4,5,5,1,1,1
3140863,10,5,1,2,4,6,4,4,6,7,3,0,4,6,4,3,0,1,1,8,2,9,7,1,1,1
3140871,4,3,1,1,3,4,13,4,4,6,3,0,3,4,13,5,0,0,0,8,2,2,1,1,1,1
3140897,9,2,1,1,6,6,10,6,7,10,4,0,6,6,10,4,0,0,0,8,2,1,1,1,1,1
3140939,6,1,1,2,6,8,4,6,8,4,2,0,7,9,11,7,.,0,0,8,3,1,1,1,1,1
3140970,12,5,1,2,4,6,3,5,6,2,3,0,4,6,3,2,0,1,0,6,2,4,4,1,1,1
3141028,4,1,1,1,6,6,10,7,9,11,7,.,6,6,10,4,0,0,0,8,1,1,1,1,1,.
3141044,5,1,1,2,6,2,10,7,9,11,7,.,6,2,10,4,0,0,1,8,4,2,2,1,1,1
3141101,7,2,1,2,5,7,1,5,5,1,3,0,5,7,1,3,0,0,1,8,2,4,4,1,1,1
3141119,9,1,1,2,5,8,10,5,8,10,4,0,7,9,11,7,.,0,1,8,3,2,1,1,1,1
3141127,11,4,1,2,5,7,1,5,7,1,3,.,7,9,11,7,.,1,2,8,2,6,6,1,1,1
3141143,6,2,1,2,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,2,3,3,1,1,1
3141150,12,2,1,2,5,8,1,5,8,1,3,0,5,8,1,3,0,2,0,8,2,3,2,1,1,1
3141168,11,5,1,2,3,6,13,3,7,1,3,0,3,6,13,6,0,0,2,6,2,3,3,1,1,1
3141176,11,3,1,2,5,7,1,5,7,1,3,0,5,7,1,2,0,0,0,8,2,5,5,1,1,1
3141226,11,4,1,2,3,8,2,4,7,1,3,0,3,8,2,3,0,1,1,6,2,1,1,1,1,1
3141275,7,5,1,2,6,4,10,6,5,10,4,0,6,4,10,4,0,0,1,6,2,5,5,1,1,1
3141283,10,3,1,2,3,7,1,4,7,2,3,0,3,7,1,3,0,2,1,3,2,2,3,1,1,1
3141309,6,3,1,2,6,4,10,6,4,8,2,0,6,4,10,4,0,0,2,8,2,3,3,1,1,1
3141325,1,1,.,1,0,0,0,7,9,11,7,.,7,9,11,7,.,0,0,8,1,.,.,.,0,.
3141333,5,1,1,1,2,4,5,2,4,5,3,0,7,9,11,7,.,1,0,8,1,2,2,1,1,1
3141341,12,2,1,2,5,6,13,5,8,1,2,0,5,6,13,1,0,0,0,8,2,4,3,1,1,1
3141382,7,2,1,2,6,6,10,6,7,10,4,0,6,6,10,4,0,0,0,8,2,3,3,1,1,1
3141416,7,5,1,2,4,7,1,4,7,1,3,0,4,7,1,2,0,0,2,2,2,4,1,1,1,1
3141531,5,1,1,1,6,5,10,7,9,11,7,.,6,5,10,4,0,0,0,8,4,2,2,1,1,1
3141564,6,1,1,2,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,3,2,1,1,1
3141580,12,5,1,2,5,8,3,4,7,2,3,0,5,8,3,3,0,1,0,2,2,4,2,1,1,1
3141622,7,2,1,2,5,3,6,5,3,6,3,.,7,9,11,7,.,2,0,8,2,4,3,1,1,1
3141630,8,2,1,2,6,6,3,6,6,3,3,.,7,9,11,7,.,2,4,8,2,2,2,1,1,1
3141721,9,2,1,2,2,7,1,3,7,1,3,.,2,7,1,3,1,0,1,8,1,3,3,1,1,1
3141762,9,3,1,2,4,5,6,5,6,6,3,0,4,5,6,3,0,2,0,8,2,2,1,1,1,1
3141804,7,1,1,2,4,5,4,7,9,11,7,.,4,5,4,3,0,1,3,8,1,3,2,1,1,1
3141812,4,1,1,2,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,1,1,1,1,1
3141838,8,2,1,2,5,6,1,7,9,11,7,.,5,6,1,3,1,0,0,8,3,3,2,1,1,1
3141937,10,3,1,2,5,0,0,5,4,1,3,.,7,9,11,7,.,1,1,3,2,3,1,1,1,1
3141978,2,1,1,1,6,4,13,7,9,11,7,.,6,4,13,1,0,0,0,8,4,1,1,1,1,1
3141986,11,5,1,2,5,4,7,5,4,7,3,.,7,9,11,7,.,2,4,1,2,3,1,1,1,1
3141994,6,4,1,1,4,4,1,4,5,9,3,1,4,4,1,2,0,1,0,8,2,3,3,1,1,1
3142018,8,2,1,2,5,5,4,5,6,7,3,0,5,5,4,2,0,0,0,8,2,2,2,1,1,1
3142026,10,2,1,2,4,7,7,7,9,11,7,.,4,7,7,3,0,0,3,8,3,4,1,1,1,1
3142067,4,1,1,1,5,5,3,7,9,11,7,.,5,5,3,3,0,0,0,8,3,1,1,1,1,1
3142075,3,1,1,1,6,3,10,6,3,10,4,0,7,9,11,7,.,0,0,8,3,1,1,1,1,1
3142083,10,2,1,2,4,7,2,5,5,6,3,1,4,7,2,3,0,2,0,8,2,2,2,1,1,1
3142158,11,4,1,2,3,8,1,3,5,4,3,0,3,8,1,3,0,0,0,6,2,2,2,1,1,1
3142166,5,1,1,2,6,6,4,7,9,11,7,.,6,6,4,2,1,0,0,8,1,1,1,1,1,1
3142208,6,1,1,1,6,7,10,6,7,10,4,0,7,9,11,7,.,0,0,8,1,1,1,1,1,1
3142240,11,2,1,2,5,4,2,6,7,2,3,1,5,4,2,3,0,0,4,8,2,2,2,1,1,1
3142265,8,2,1,2,5,4,9,5,4,7,2,0,5,4,9,3,1,1,0,8,2,4,4,1,1,1
3142349,8,1,1,2,5,5,1,7,9,11,7,.,5,5,1,3,1,2,2,8,3,2,2,1,1,1
3142356,9,2,1,2,5,4,1,5,4,5,3,0,5,4,1,3,0,0,0,8,2,2,1,1,1,1
3142372,1,1,1,1,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,1,1,1,1,1
3142448,7,1,1,1,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,1,3,1,1,1,1
3142489,4,4,3,1,2,5,3,2,3,13,5,.,2,5,3,3,1,0,0,4,2,3,3,97,1,1
3142562,2,1,1,1,6,4,9,7,9,11,7,.,6,4,9,2,0,0,0,8,4,1,1,1,1,1
3142570,8,4,1,1,3,4,4,3,4,3,3,0,3,4,4,3,0,0,0,3,2,6,5,1,1,1
3142588,3,1,1,1,6,6,10,7,9,11,7,.,6,6,10,4,0,0,0,8,4,2,2,1,1,1
3142638,7,2,1,1,6,6,13,6,6,10,4,0,6,6,13,5,0,0,0,8,2,3,3,1,1,1
3142653,6,1,1,1,5,7,10,7,9,11,7,.,5,7,10,4,0,0,2,8,1,1,1,1,1,1
3142679,7,2,1,2,5,4,13,5,6,2,3,0,5,4,13,1,0,0,3,8,2,2,2,1,1,1
3142695,8,1,.,2,0,0,0,7,9,11,7,.,7,9,11,7,.,0,0,8,2,.,.,.,0,.
3142711,5,2,1,1,6,4,10,6,3,10,4,0,6,4,10,4,0,0,0,8,2,1,1,1,1,1
3142737,1,1,1,1,2,4,13,7,9,11,7,.,2,4,13,1,0,0,0,8,4,2,2,1,1,1
3142745,7,2,1,2,5,4,8,5,4,1,3,0,5,4,8,2,0,0,0,8,2,2,2,1,1,1
3142893,7,2,1,2,2,7,4,2,7,13,6,0,2,7,4,3,0,1,0,8,2,4,4,1,1,1
3142927,4,1,1,1,6,5,10,7,9,11,7,.,6,5,10,4,0,0,0,8,4,1,1,1,1,1
3142968,3,2,1,1,1,5,13,2,4,5,3,0,1,5,13,6,0,0,0,8,2,2,2,2,2,1
3143008,8,1,.,2,0,0,0,7,9,11,7,.,7,9,11,7,.,0,0,8,2,.,.,.,0,.
3143016,11,5,1,2,4,6,1,4,6,7,3,0,4,6,1,3,0,0,2,3,2,2,2,1,1,1
3143073,5,2,1,2,6,6,10,6,6,10,4,1,6,6,10,4,1,0,0,8,2,1,1,1,1,1
3143156,8,2,1,1,2,4,3,2,4,13,1,1,2,4,3,3,1,0,1,8,1,2,2,1,1,1
3143164,8,2,1,2,6,7,10,6,7,10,4,.,7,9,11,7,.,0,0,8,2,2,2,1,1,1
3143180,7,5,1,2,3,7,13,3,7,3,3,0,3,7,13,5,0,0,0,2,2,1,1,1,1,1
3143198,12,3,1,2,6,7,10,6,8,10,4,0,6,7,10,4,0,0,0,8,2,2,1,1,1,1
3143214,3,1,.,1,0,0,0,7,9,11,7,.,7,9,11,7,.,0,0,8,4,.,.,.,0,.
3143222,9,3,1,2,1,4,4,2,6,6,3,0,1,4,4,3,0,0,3,1,2,2,2,1,1,1
3143248,6,4,1,1,2,4,1,2,4,1,2,.,7,9,11,7,.,0,0,4,2,3,2,1,1,1
3143263,2,2,1,1,4,7,13,4,7,13,1,.,7,9,11,7,.,0,2,8,1,3,3,1,1,1
3143271,6,1,1,1,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,1,1,1,1,1
3143289,10,2,1,2,4,5,1,4,4,7,3,0,4,5,1,3,0,0,0,8,3,2,2,1,1,1
3143305,5,2,1,1,6,4,13,6,6,3,2,0,6,4,13,5,0,0,0,8,2,1,1,1,1,1
3143339,5,1,1,1,5,6,3,7,9,11,7,.,5,6,3,3,0,0,0,8,3,2,2,1,1,.
3143347,9,6,1,2,4,6,13,3,7,3,3,0,4,6,13,5,0,0,2,6,2,3,3,1,1,1
3143362,7,2,1,2,2,5,1,7,9,11,7,.,2,5,1,3,0,0,0,2,1,3,3,1,1,1
3143370,7,1,1,1,6,8,10,7,9,11,7,.,6,8,10,4,0,0,0,8,1,2,2,1,1,1
3143404,6,1,.,1,0,0,0,7,9,11,7,.,7,9,11,7,.,0,0,8,1,.,.,.,0,.
3143412,11,2,1,2,2,6,2,2,6,4,3,0,2,6,2,3,0,1,0,8,2,3,3,1,1,1
3143420,1,4,1,1,3,2,6,3,3,7,2,1,3,2,6,3,0,0,1,2,2,3,3,1,1,1
3143552,11,5,1,2,4,5,13,4,7,1,3,0,4,5,13,5,0,0,2,4,2,3,3,1,1,1
3143578,6,2,1,1,4,4,4,4,4,6,3,0,4,4,4,2,0,0,0,8,2,1,1,1,1,1
3143594,12,2,1,2,5,6,4,5,6,4,3,0,5,6,4,3,1,2,0,8,2,7,7,1,1,1
3143651,6,1,1,1,5,7,9,5,7,9,3,0,7,9,11,7,.,0,0,8,1,3,3,1,1,1
3143719,8,2,1,2,5,5,1,5,5,6,3,0,5,5,1,3,0,0,1,8,2,2,4,1,1,1
3143859,8,2,1,2,2,7,1,7,9,11,7,.,2,7,1,3,0,1,0,8,3,4,4,1,1,1
3143941,6,5,1,2,3,5,1,3,5,9,3,0,3,5,1,3,0,1,1,6,2,2,1,1,1,1
3143966,11,1,1,2,6,8,10,7,9,11,7,.,6,8,10,4,0,0,0,8,4,3,3,1,1,1
3143990,11,4,1,2,2,8,1,2,7,1,3,0,2,8,1,3,0,0,1,1,2,3,3,1,1,1
3144014,11,2,1,2,5,7,1,5,8,1,3,0,5,7,1,3,0,1,1,8,2,2,1,1,1,1
3144030,9,2,1,2,4,6,4,4,4,2,3,1,4,6,4,3,0,0,0,8,2,3,3,1,1,1
3144105,7,1,1,2,4,4,4,7,9,11,7,.,4,4,4,3,0,0,0,8,3,2,2,1,1,1
3144113,6,1,.,2,0,0,0,7,9,11,7,.,7,9,11,7,.,0,0,8,3,.,.,.,0,.
3144139,10,2,1,2,4,7,13,4,7,10,4,0,4,7,13,5,0,0,1,8,2,3,3,1,1,1
3144162,4,2,1,2,6,7,10,6,4,10,4,0,6,7,10,4,0,0,0,8,2,2,1,1,1,.
3144188,6,2,1,2,6,6,10,6,6,10,4,0,6,6,10,4,0,0,0,8,2,1,1,1,1,1
3144212,6,4,1,1,2,4,3,2,4,7,3,1,2,4,3,3,1,0,0,4,2,2,1,1,1,1
3144238,1,1,1,1,5,3,4,5,3,4,2,1,7,9,11,7,.,0,0,8,1,1,1,1,1,1
3144386,9,3,1,2,3,7,4,2,6,6,3,0,3,7,4,3,0,0,0,1,2,3,3,1,1,1
3144451,9,3,1,2,2,4,2,3,7,4,3,0,2,4,2,3,0,0,0,1,2,3,3,1,1,1
3144600,10,4,1,2,3,6,2,4,5,6,3,0,3,6,2,3,0,1,1,3,2,5,5,1,1,1
3144626,7,1,1,1,3,8,1,7,9,11,7,.,3,8,1,3,0,0,0,8,1,1,1,1,1,1
3144741,8,4,1,2,2,7,1,2,7,1,2,0,2,7,1,2,0,0,0,4,2,2,1,1,1,1
3144782,7,3,1,2,3,5,13,4,5,7,3,1,3,5,13,5,1,0,2,2,2,1,2,1,1,1
3144873,7,2,1,2,6,4,10,6,4,10,4,.,6,4,10,4,.,0,0,8,2,4,4,1,1,1
3144931,7,1,1,2,0,0,0,7,9,11,7,.,7,9,11,7,.,1,1,8,2,4,3,1,1,1
3144998,11,3,1,2,4,7,1,4,5,1,3,0,4,7,1,3,0,1,0,8,2,3,3,1,1,1
3145011,6,2,1,1,4,5,13,4,5,3,3,0,4,5,13,5,0,0,0,8,2,3,2,1,1,1
3145052,5,1,1,2,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,2,2,1,1,1
3145060,8,4,1,2,4,5,8,4,4,2,3,0,4,5,8,2,0,0,0,6,2,3,3,1,1,1
3145094,5,2,1,1,6,4,10,6,4,10,4,0,6,4,10,4,0,0,0,8,2,4,4,1,1,1
3145136,11,4,1,2,3,7,13,3,5,5,3,0,3,7,13,5,0,0,0,2,2,4,4,1,1,1
